起运省,起运市,起运区县,目的省,目的市,目的区县,货物名称,运掌柜车长,运掌柜平台车型,状态,错误,基地,本地原始车型,查询起运区县,查询目的区县,查询目的区县来源,查询级别,市场价低,市场价高,市场参考价,距离km,可见样本数
湖南省,郴州市,苏仙区,上海市,上海市,奉贤区,普通货物,16,厢式,成功,,,,苏仙区,奉贤区,输入区县,区县级,,,,1247,0
湖南省,郴州市,苏仙区,上海市,上海市,浦东新区,普通货物,6.2,厢式,成功,,,,苏仙区,浦东新区,输入区县,区县级,,,,1241,0
湖南省,郴州市,苏仙区,上海市,上海市,奉贤区,普通货物,6.2,厢式,成功,,,,苏仙区,奉贤区,输入区县,区县级,,,,1212,0
湖南省,郴州市,苏仙区,上海市,上海市,浦东新区,普通货物,12.5,集装箱,成功,,,,苏仙区,浦东新区,输入区县,区县级,,,,1271,0
湖南省,郴州市,苏仙区,上海市,上海市,奉贤区,普通货物,12.5,集装箱,成功,,,,苏仙区,奉贤区,输入区县,区县级,,,,1247,0
湖南省,郴州市,资兴市,上海市,上海市,浦东新区,普通货物,7.7,厢式,成功,,,,资兴市,浦东新区,输入区县,区县级,,,,1218,0
湖南省,郴州市,资兴市,上海市,上海市,奉贤区,普通货物,7.7,厢式,成功,,,,资兴市,奉贤区,输入区县,区县级,,,,1194,0
湖南省,郴州市,资兴市,上海市,上海市,浦东新区,普通货物,6.2,厢式,成功,,,,资兴市,浦东新区,输入区县,区县级,,,,1183,0
湖南省,郴州市,资兴市,上海市,上海市,奉贤区,普通货物,6.2,厢式,成功,,,,资兴市,奉贤区,输入区县,区县级,,,,1160,0
江苏省,常州市,武进区,上海市,上海市,浦东新区,普通货物,4.2,厢式,成功,,,,武进区,浦东新区,输入区县,区县级,,,,195,0
江苏省,常州市,武进区,上海市,上海市,奉贤区,普通货物,4.2,厢式,成功,,,,武进区,奉贤区,输入区县,区县级,,,,213,0
江苏省,连云港市,连云区,上海市,上海市,浦东新区,普通货物,6.8,厢式,成功,,,,连云区,浦东新区,输入区县,区县级,,,,533,0
江苏省,连云港市,连云区,上海市,上海市,奉贤区,普通货物,6.8,厢式,成功,,,,连云区,奉贤区,输入区县,区县级,,,,532,0
江苏省,连云港市,连云区,上海市,上海市,浦东新区,普通货物,13,厢式,成功,,,,连云区,浦东新区,输入区县,区县级,,,,533,0
江苏省,连云港市,连云区,上海市,上海市,奉贤区,普通货物,13,厢式,成功,,,,连云区,奉贤区,输入区县,区县级,,,,532,0
江苏省,连云港市,连云区,上海市,上海市,浦东新区,普通货物,5,厢式,成功,,,,连云区,浦东新区,输入区县,区县级,,,,504,0
江苏省,连云港市,连云区,上海市,上海市,奉贤区,普通货物,5,厢式,成功,,,,连云区,奉贤区,输入区县,区县级,,,,526,0
江苏省,连云港市,连云区,上海市,上海市,浦东新区,普通货物,6.2,厢式,成功,,,,连云区,浦东新区,输入区县,区县级,,,,504,0
江苏省,连云港市,连云区,上海市,上海市,奉贤区,普通货物,6.2,厢式,成功,,,,连云区,奉贤区,输入区县,区县级,,,,526,0
江苏省,宿迁市,宿豫区,上海市,上海市,浦东新区,普通货物,6.8,厢式,成功,,,,宿豫区,浦东新区,输入区县,区县级,,,,537,0
江苏省,宿迁市,宿豫区,上海市,上海市,奉贤区,普通货物,6.8,厢式,成功,,,,宿豫区,奉贤区,输入区县,区县级,,,,531,0
江苏省,宿迁市,宿豫区,上海市,上海市,浦东新区,普通货物,6.2,厢式,成功,,,,宿豫区,浦东新区,输入区县,区县级,,,,531,0
江苏省,宿迁市,宿豫区,上海市,上海市,奉贤区,普通货物,6.2,厢式,成功,,,,宿豫区,奉贤区,输入区县,区县级,,,,532,0
江苏省,苏州市,吴江区,上海市,上海市,浦东新区,普通货物,6.8,厢式,成功,,,,吴江区,浦东新区,输入区县,区县级,,,,118,0
江苏省,苏州市,吴江区,上海市,上海市,奉贤区,普通货物,6.8,厢式,成功,,,,吴江区,奉贤区,输入区县,区县级,,,,118,0
江苏省,苏州市,吴江区,上海市,上海市,浦东新区,普通货物,7.7,厢式,成功,,,,吴江区,浦东新区,输入区县,区县级,,,,118,0
江苏省,苏州市,吴江区,上海市,上海市,奉贤区,普通货物,7.7,厢式,成功,,,,吴江区,奉贤区,输入区县,区县级,,,,118,0
江苏省,苏州市,吴江区,上海市,上海市,浦东新区,普通货物,8.7,厢式,成功,,,,吴江区,浦东新区,输入区县,区县级,,,,118,0
江苏省,苏州市,吴江区,上海市,上海市,奉贤区,普通货物,8.7,厢式,成功,,,,吴江区,奉贤区,输入区县,区县级,,,,118,0
江苏省,苏州市,吴江区,上海市,上海市,浦东新区,普通货物,13,厢式,成功,,,,吴江区,浦东新区,输入区县,区县级,,,,118,0
江苏省,苏州市,吴江区,上海市,上海市,奉贤区,普通货物,13,厢式,成功,,,,吴江区,奉贤区,输入区县,区县级,,,,118,0
江苏省,苏州市,吴江区,上海市,上海市,浦东新区,普通货物,16,厢式,成功,,,,吴江区,浦东新区,输入区县,区县级,,,,118,0
江苏省,苏州市,吴江区,上海市,上海市,奉贤区,普通货物,16,厢式,成功,,,,吴江区,奉贤区,输入区县,区县级,,,,118,0
江苏省,苏州市,吴江区,上海市,上海市,浦东新区,普通货物,4.2,厢式,成功,,,,吴江区,浦东新区,输入区县,区县级,,,,104,0
江苏省,苏州市,吴江区,上海市,上海市,奉贤区,普通货物,4.2,厢式,成功,,,,吴江区,奉贤区,输入区县,区县级,,,,114,0
江苏省,苏州市,吴江区,上海市,上海市,浦东新区,普通货物,5,厢式,成功,,,,吴江区,浦东新区,输入区县,区县级,,,,104,0
江苏省,苏州市,吴江区,上海市,上海市,奉贤区,普通货物,5,厢式,成功,,,,吴江区,奉贤区,输入区县,区县级,,,,114,0
江苏省,苏州市,吴江区,上海市,上海市,浦东新区,普通货物,6.2,厢式,成功,,,,吴江区,浦东新区,输入区县,区县级,,,,104,0
江苏省,苏州市,吴江区,上海市,上海市,奉贤区,普通货物,6.2,厢式,成功,,,,吴江区,奉贤区,输入区县,区县级,,,,114,0
江苏省,苏州市,吴江区,上海市,上海市,浦东新区,普通货物,12.5,集装箱,成功,,,,吴江区,浦东新区,输入区县,区县级,,,,118,0
江苏省,苏州市,吴江区,上海市,上海市,奉贤区,普通货物,12.5,集装箱,成功,,,,吴江区,奉贤区,输入区县,区县级,,,,118,0
江苏省,扬州市,江都区,上海市,上海市,浦东新区,普通货物,7.7,厢式,成功,,,,江都区,浦东新区,输入区县,区县级,,,,291,0
江苏省,扬州市,江都区,上海市,上海市,奉贤区,普通货物,7.7,厢式,成功,,,,江都区,奉贤区,输入区县,区县级,,,,290,0
江苏省,扬州市,江都区,上海市,上海市,浦东新区,普通货物,5,厢式,成功,,,,江都区,浦东新区,输入区县,区县级,,,,271,0
江苏省,扬州市,江都区,上海市,上海市,奉贤区,普通货物,5,厢式,成功,,,,江都区,奉贤区,输入区县,区县级,,,,287,0
江苏省,扬州市,江都区,上海市,上海市,浦东新区,普通货物,6.2,厢式,成功,,,,江都区,浦东新区,输入区县,区县级,,,,271,0
江苏省,扬州市,江都区,上海市,上海市,奉贤区,普通货物,6.2,厢式,成功,,,,江都区,奉贤区,输入区县,区县级,,,,287,0
江西省,赣州市,南康区,上海市,上海市,浦东新区,普通货物,6.8,厢式,成功,,,,南康区,浦东新区,输入区县,区县级,,,,1066,0
江西省,赣州市,南康区,上海市,上海市,奉贤区,普通货物,6.8,厢式,成功,,,,南康区,奉贤区,输入区县,区县级,,,,1042,0
江西省,赣州市,南康区,上海市,上海市,浦东新区,普通货物,7.7,厢式,成功,,,,南康区,浦东新区,输入区县,区县级,,,,1066,0
江西省,赣州市,南康区,上海市,上海市,奉贤区,普通货物,7.7,厢式,成功,,,,南康区,奉贤区,输入区县,区县级,,,,1042,0
江西省,赣州市,南康区,上海市,上海市,浦东新区,普通货物,8.7,厢式,成功,,,,南康区,浦东新区,输入区县,区县级,,,,1066,0
江西省,赣州市,南康区,上海市,上海市,奉贤区,普通货物,8.7,厢式,成功,,,,南康区,奉贤区,输入区县,区县级,,,,1042,0
江西省,赣州市,南康区,上海市,上海市,浦东新区,普通货物,13,厢式,成功,,,,南康区,浦东新区,输入区县,区县级,,,,1066,0
江西省,赣州市,南康区,上海市,上海市,奉贤区,普通货物,13,厢式,成功,,,,南康区,奉贤区,输入区县,区县级,,,,1042,0
江西省,赣州市,南康区,上海市,上海市,浦东新区,普通货物,16,厢式,成功,,,,南康区,浦东新区,输入区县,区县级,,,,1066,0
江西省,赣州市,南康区,上海市,上海市,奉贤区,普通货物,16,厢式,成功,,,,南康区,奉贤区,输入区县,区县级,,,,1042,0
江西省,赣州市,南康区,上海市,上海市,浦东新区,普通货物,4.2,厢式,成功,,,,南康区,浦东新区,输入区县,区县级,,,,1076,0
江西省,赣州市,南康区,上海市,上海市,奉贤区,普通货物,4.2,厢式,成功,,,,南康区,奉贤区,输入区县,区县级,,,,1054,0
江西省,赣州市,南康区,上海市,上海市,浦东新区,普通货物,6.2,厢式,成功,,,,南康区,浦东新区,输入区县,区县级,,,,1076,0
江西省,赣州市,南康区,上海市,上海市,奉贤区,普通货物,6.2,厢式,成功,,,,南康区,奉贤区,输入区县,区县级,,,,1054,0
江西省,赣州市,南康区,上海市,上海市,浦东新区,普通货物,12.5,集装箱,成功,,,,南康区,浦东新区,输入区县,区县级,,,,1066,0
江西省,赣州市,南康区,上海市,上海市,奉贤区,普通货物,12.5,集装箱,成功,,,,南康区,奉贤区,输入区县,区县级,,,,1042,0
江西省,南昌市,南昌县,上海市,上海市,浦东新区,冷藏货物,7.7,冷藏,成功,,,,南昌县,浦东新区,输入区县,区县级,,,,725,0
江西省,南昌市,南昌县,上海市,上海市,奉贤区,冷藏货物,7.7,冷藏,成功,,,,南昌县,奉贤区,输入区县,区县级,,,,701,0
山东省,青岛市,黄岛区,上海市,上海市,浦东新区,普通货物,6.8,厢式,成功,,,,黄岛区,浦东新区,输入区县,区县级,,,,727,0
山东省,青岛市,黄岛区,上海市,上海市,奉贤区,普通货物,6.8,厢式,成功,,,,黄岛区,奉贤区,输入区县,区县级,,,,746,0
山东省,青岛市,黄岛区,上海市,上海市,浦东新区,普通货物,7.7,厢式,成功,,,,黄岛区,浦东新区,输入区县,区县级,,,,727,0
山东省,青岛市,黄岛区,上海市,上海市,奉贤区,普通货物,7.7,厢式,成功,,,,黄岛区,奉贤区,输入区县,区县级,,,,746,0
山东省,青岛市,黄岛区,上海市,上海市,浦东新区,普通货物,4.2,厢式,成功,,,,黄岛区,浦东新区,输入区县,区县级,,,,694,0
山东省,青岛市,黄岛区,上海市,上海市,奉贤区,普通货物,4.2,厢式,成功,,,,黄岛区,奉贤区,输入区县,区县级,,,,705,0
山东省,青岛市,黄岛区,上海市,上海市,浦东新区,普通货物,5,厢式,成功,,,,黄岛区,浦东新区,输入区县,区县级,,,,694,0
山东省,青岛市,黄岛区,上海市,上海市,奉贤区,普通货物,5,厢式,成功,,,,黄岛区,奉贤区,输入区县,区县级,,,,705,0
山东省,青岛市,黄岛区,上海市,上海市,浦东新区,普通货物,6.2,厢式,成功,,,,黄岛区,浦东新区,输入区县,区县级,,,,694,0
山东省,青岛市,黄岛区,上海市,上海市,奉贤区,普通货物,6.2,厢式,成功,,,,黄岛区,奉贤区,输入区县,区县级,,,,705,0
山东省,泰安市,岱岳区,上海市,上海市,浦东新区,普通货物,4.2,厢式,成功,,,,岱岳区,浦东新区,输入区县,区县级,,,,790,0
山东省,泰安市,岱岳区,上海市,上海市,奉贤区,普通货物,4.2,厢式,成功,,,,岱岳区,奉贤区,输入区县,区县级,,,,801,0
山东省,泰安市,岱岳区,上海市,上海市,浦东新区,普通货物,5,厢式,成功,,,,岱岳区,浦东新区,输入区县,区县级,,,,790,0
山东省,泰安市,岱岳区,上海市,上海市,奉贤区,普通货物,5,厢式,成功,,,,岱岳区,奉贤区,输入区县,区县级,,,,801,0
山东省,威海市,环翠区,上海市,上海市,浦东新区,普通货物,4.2,厢式,成功,,,,环翠区,浦东新区,输入区县,区县级,,,,1007,0
山东省,威海市,环翠区,上海市,上海市,奉贤区,普通货物,4.2,厢式,成功,,,,环翠区,奉贤区,输入区县,区县级,,,,988,0
山东省,烟台市,福山区,上海市,上海市,浦东新区,普通货物,4.2,厢式,成功,,,,福山区,浦东新区,输入区县,区县级,,,,934,0
山东省,烟台市,福山区,上海市,上海市,奉贤区,普通货物,4.2,厢式,成功,,,,福山区,奉贤区,输入区县,区县级,,,,915,0
上海市,上海市,松江区,上海市,上海市,浦东新区,普通货物,6.8,厢式,成功,,,,松江区,浦东新区,输入区县,区县级,,,,48,0
上海市,上海市,松江区,上海市,上海市,奉贤区,普通货物,6.8,厢式,成功,,,,松江区,奉贤区,输入区县,区县级,,,,59,0
上海市,上海市,松江区,上海市,上海市,浦东新区,普通货物,4.2,厢式,成功,,,,松江区,浦东新区,输入区县,区县级,,,,44,0
上海市,上海市,松江区,上海市,上海市,奉贤区,普通货物,4.2,厢式,成功,,,,松江区,奉贤区,输入区县,区县级,,,,36,0
上海市,上海市,松江区,上海市,上海市,浦东新区,普通货物,5,厢式,成功,,,,松江区,浦东新区,输入区县,区县级,,,,44,0
上海市,上海市,松江区,上海市,上海市,奉贤区,普通货物,5,厢式,成功,,,,松江区,奉贤区,输入区县,区县级,,,,36,0
上海市,上海市,松江区,上海市,上海市,浦东新区,普通货物,6.2,厢式,成功,,,,松江区,浦东新区,输入区县,区县级,,,,44,0
上海市,上海市,松江区,上海市,上海市,奉贤区,普通货物,6.2,厢式,成功,,,,松江区,奉贤区,输入区县,区县级,,,,36,0
上海市,上海市,松江区,上海市,上海市,浦东新区,冷藏货物,4.2,冷藏,成功,,,,松江区,浦东新区,输入区县,区县级,,,,44,0
上海市,上海市,松江区,上海市,上海市,奉贤区,冷藏货物,4.2,冷藏,成功,,,,松江区,奉贤区,输入区县,区县级,,,,36,0
上海市,上海市,松江区,上海市,上海市,浦东新区,冷藏货物,5,冷藏,成功,,,,松江区,浦东新区,输入区县,区县级,,,,44,0
上海市,上海市,松江区,上海市,上海市,奉贤区,冷藏货物,5,冷藏,成功,,,,松江区,奉贤区,输入区县,区县级,,,,36,0
上海市,上海市,松江区,上海市,上海市,浦东新区,普通货物,12.5,集装箱,成功,,,,松江区,浦东新区,输入区县,区县级,,,,48,0
上海市,上海市,松江区,上海市,上海市,奉贤区,普通货物,12.5,集装箱,成功,,,,松江区,奉贤区,输入区县,区县级,,,,59,0
上海市,上海市,松江区,上海市,上海市,浦东新区,普通货物,13,厢式,成功,,,,松江区,浦东新区,输入区县,区县级,,,,48,0
上海市,上海市,松江区,上海市,上海市,奉贤区,普通货物,13,厢式,成功,,,,松江区,奉贤区,输入区县,区县级,,,,59,0
陕西省,安康市,汉滨区,上海市,上海市,浦东新区,普通货物,6.8,厢式,成功,,,,汉滨区,浦东新区,输入区县,区县级,,,,1385,0
陕西省,安康市,汉滨区,上海市,上海市,奉贤区,普通货物,6.8,厢式,成功,,,,汉滨区,奉贤区,输入区县,区县级,,,,1384,0
陕西省,安康市,汉滨区,上海市,上海市,浦东新区,普通货物,8.7,厢式,成功,,,,汉滨区,浦东新区,输入区县,区县级,,,,1385,0
陕西省,安康市,汉滨区,上海市,上海市,奉贤区,普通货物,8.7,厢式,成功,,,,汉滨区,奉贤区,输入区县,区县级,,,,1384,0
陕西省,安康市,汉滨区,上海市,上海市,浦东新区,普通货物,13,厢式,成功,,,,汉滨区,浦东新区,输入区县,区县级,,,,1385,0
陕西省,安康市,汉滨区,上海市,上海市,奉贤区,普通货物,13,厢式,成功,,,,汉滨区,奉贤区,输入区县,区县级,,,,1384,0
陕西省,安康市,汉滨区,上海市,上海市,浦东新区,普通货物,16,厢式,成功,,,,汉滨区,浦东新区,输入区县,区县级,,,,1385,0
陕西省,安康市,汉滨区,上海市,上海市,奉贤区,普通货物,16,厢式,成功,,,,汉滨区,奉贤区,输入区县,区县级,,,,1384,0
陕西省,安康市,汉滨区,上海市,上海市,浦东新区,普通货物,4.2,厢式,成功,,,,汉滨区,浦东新区,输入区县,区县级,,,,1379,0
陕西省,安康市,汉滨区,上海市,上海市,奉贤区,普通货物,4.2,厢式,成功,,,,汉滨区,奉贤区,输入区县,区县级,,,,1390,0
陕西省,安康市,汉滨区,上海市,上海市,浦东新区,普通货物,5,厢式,成功,,,,汉滨区,浦东新区,输入区县,区县级,,,,1379,0
陕西省,安康市,汉滨区,上海市,上海市,奉贤区,普通货物,5,厢式,成功,,,,汉滨区,奉贤区,输入区县,区县级,,,,1390,0
陕西省,安康市,汉滨区,上海市,上海市,浦东新区,普通货物,6.2,厢式,成功,,,,汉滨区,浦东新区,输入区县,区县级,,,,1379,0
陕西省,安康市,汉滨区,上海市,上海市,奉贤区,普通货物,6.2,厢式,成功,,,,汉滨区,奉贤区,输入区县,区县级,,,,1390,0
陕西省,安康市,汉滨区,上海市,上海市,浦东新区,普通货物,6.2,集装箱,成功,,,,汉滨区,浦东新区,输入区县,区县级,,,,1379,0
陕西省,安康市,汉滨区,上海市,上海市,奉贤区,普通货物,6.2,集装箱,成功,,,,汉滨区,奉贤区,输入区县,区县级,,,,1390,0
陕西省,安康市,汉滨区,上海市,上海市,浦东新区,普通货物,12.5,集装箱,成功,,,,汉滨区,浦东新区,输入区县,区县级,,,,1385,0
陕西省,安康市,汉滨区,上海市,上海市,奉贤区,普通货物,12.5,集装箱,成功,,,,汉滨区,奉贤区,输入区县,区县级,,,,1384,0
浙江省,湖州市,南浔区,上海市,上海市,浦东新区,普通货物,13,厢式,成功,,,,南浔区,浦东新区,输入区县,区县级,,,,144,0
浙江省,湖州市,南浔区,上海市,上海市,奉贤区,普通货物,13,厢式,成功,,,,南浔区,奉贤区,输入区县,区县级,,,,131,0
浙江省,湖州市,南浔区,上海市,上海市,浦东新区,普通货物,16,厢式,成功,,,,南浔区,浦东新区,输入区县,区县级,,,,144,0
浙江省,湖州市,南浔区,上海市,上海市,奉贤区,普通货物,16,厢式,成功,,,,南浔区,奉贤区,输入区县,区县级,,,,131,0
浙江省,湖州市,南浔区,上海市,上海市,浦东新区,普通货物,4.2,厢式,成功,,,,南浔区,浦东新区,输入区县,区县级,,,,130,0
浙江省,湖州市,南浔区,上海市,上海市,奉贤区,普通货物,4.2,厢式,成功,,,,南浔区,奉贤区,输入区县,区县级,,,,115,0
浙江省,湖州市,南浔区,上海市,上海市,浦东新区,普通货物,5,厢式,成功,,,,南浔区,浦东新区,输入区县,区县级,,,,130,0
浙江省,湖州市,南浔区,上海市,上海市,奉贤区,普通货物,5,厢式,成功,,,,南浔区,奉贤区,输入区县,区县级,,,,115,0
浙江省,湖州市,南浔区,上海市,上海市,浦东新区,普通货物,6.2,厢式,成功,,,,南浔区,浦东新区,输入区县,区县级,,,,130,0
浙江省,湖州市,南浔区,上海市,上海市,奉贤区,普通货物,6.2,厢式,成功,,,,南浔区,奉贤区,输入区县,区县级,,,,115,0
浙江省,湖州市,南浔区,上海市,上海市,浦东新区,普通货物,12.5,集装箱,成功,,,,南浔区,浦东新区,输入区县,区县级,,,,144,0
浙江省,湖州市,南浔区,上海市,上海市,奉贤区,普通货物,12.5,集装箱,成功,,,,南浔区,奉贤区,输入区县,区县级,,,,131,0
浙江省,宁波市,北仑区,上海市,上海市,浦东新区,普通货物,7.7,厢式,成功,,,,北仑区,浦东新区,输入区县,区县级,,,,247,0
浙江省,宁波市,北仑区,上海市,上海市,奉贤区,普通货物,7.7,厢式,成功,,,,北仑区,奉贤区,输入区县,区县级,,,,204,0
浙江省,宁波市,北仑区,上海市,上海市,浦东新区,普通货物,4.2,厢式,成功,,,,北仑区,浦东新区,输入区县,区县级,,,,241,0
浙江省,宁波市,北仑区,上海市,上海市,奉贤区,普通货物,4.2,厢式,成功,,,,北仑区,奉贤区,输入区县,区县级,,,,193,0
浙江省,宁波市,北仑区,上海市,上海市,浦东新区,普通货物,5,厢式,成功,,,,北仑区,浦东新区,输入区县,区县级,,,,241,0
浙江省,宁波市,北仑区,上海市,上海市,奉贤区,普通货物,5,厢式,成功,,,,北仑区,奉贤区,输入区县,区县级,,,,193,0
浙江省,嘉兴市,平湖市,上海市,上海市,浦东新区,普通货物,13,厢式,成功,,,,平湖市,浦东新区,输入区县,区县级,,,,102,0
浙江省,嘉兴市,平湖市,上海市,上海市,奉贤区,普通货物,13,厢式,成功,,,,平湖市,奉贤区,输入区县,区县级,,,,68,0
浙江省,嘉兴市,平湖市,上海市,上海市,浦东新区,普通货物,4.2,厢式,成功,,,,平湖市,浦东新区,输入区县,区县级,,,,105,0
浙江省,嘉兴市,平湖市,上海市,上海市,奉贤区,普通货物,4.2,厢式,成功,,,,平湖市,奉贤区,输入区县,区县级,,,,66,0
浙江省,嘉兴市,平湖市,上海市,上海市,浦东新区,普通货物,5,厢式,成功,,,,平湖市,浦东新区,输入区县,区县级,,,,105,0
浙江省,嘉兴市,平湖市,上海市,上海市,奉贤区,普通货物,5,厢式,成功,,,,平湖市,奉贤区,输入区县,区县级,,,,66,0
浙江省,嘉兴市,平湖市,上海市,上海市,浦东新区,普通货物,6.2,厢式,成功,,,,平湖市,浦东新区,输入区县,区县级,,,,105,0
